cbsa,state_code,zip,state_abrv,cbsa_name,zipname,pop10
10100,46,57401,SD,"Aberdeen, SD (Micro)","Aberdeen, SD",30061
10100,46,57426,SD,"Aberdeen, SD (Micro)","Barnard, SD (PO Boxes)",63
10100,46,57427,SD,"Aberdeen, SD (Micro)","Bath, SD",620
10100,46,57428,SD,"Aberdeen, SD (Micro)","Bowdle, SD",646
10100,46,57432,SD,"Aberdeen, SD (Micro)","Claremont, SD",292
10100,46,57433,SD,"Aberdeen, SD (Micro)","Columbia, SD",383
10100,46,57434,SD,"Aberdeen, SD (Micro)","Conde, SD",212
10100,46,57435,SD,"Aberdeen, SD (Micro)","Cresbard, SD",36
10100,46,57439,SD,"Aberdeen, SD (Micro)","Ferney, SD",52
10100,46,57441,SD,"Aberdeen, SD (Micro)","Frederick, SD",607
10100,46,57445,SD,"Aberdeen, SD (Micro)","Groton, SD",2068
10100,46,57446,SD,"Aberdeen, SD (Micro)","Hecla, SD",472
10100,46,57448,SD,"Aberdeen, SD (Micro)","Hosmer, SD",280
10100,46,57449,SD,"Aberdeen, SD (Micro)","Houghton, SD",146
10100,46,57451,SD,"Aberdeen, SD (Micro)","Ipswich, SD",2293
10100,46,57456,SD,"Aberdeen, SD (Micro)","Leola, SD",88
10100,46,57460,SD,"Aberdeen, SD (Micro)","Mansfield, SD",266
10100,46,57466,SD,"Aberdeen, SD (Micro)","Onaka, SD",28
10100,46,57471,SD,"Aberdeen, SD (Micro)","Roscoe, SD",674
10100,46,57474,SD,"Aberdeen, SD (Micro)","Stratford, SD",197
10100,46,57475,SD,"Aberdeen, SD (Micro)","Tolstoy, SD",58
10100,46,57479,SD,"Aberdeen, SD (Micro)","Warner, SD",666
10100,46,57481,SD,"Aberdeen, SD (Micro)","Westport, SD",394
10140,53,98520,WA,"Aberdeen, WA (Micro)","Aberdeen, WA",23814
10140,53,98526,WA,"Aberdeen, WA (Micro)","Amanda Park, WA",398
10140,53,98535,WA,"Aberdeen, WA (Micro)","Copalis Beach, WA",445
10140,53,98536,WA,"Aberdeen, WA (Micro)","Copalis Crossing, WA",211
10140,53,98537,WA,"Aberdeen, WA (Micro)","Cosmopolis, WA",2047
10140,53,98541,WA,"Aberdeen, WA (Micro)","Elma, WA",8715
10140,53,98547,WA,"Aberdeen, WA (Micro)","Grayland, WA",876
10140,53,98550,WA,"Aberdeen, WA (Micro)","Hoquiam, WA",11382
10140,53,98552,WA,"Aberdeen, WA (Micro)","Neilton, WA",508
10140,53,98557,WA,"Aberdeen, WA (Micro)","McCleary, WA",3161
10140,53,98559,WA,"Aberdeen, WA (Micro)","Malone, WA (PO Boxes)",93
10140,53,98562,WA,"Aberdeen, WA (Micro)","Moclips, WA",195
10140,53,98563,WA,"Aberdeen, WA (Micro)","Montesano, WA",8001
10140,53,98568,WA,"Aberdeen, WA (Micro)","Oakville, WA",2473
10140,53,98569,WA,"Aberdeen, WA (Micro)","Ocean Shores, WA",5784
10140,53,98571,WA,"Aberdeen, WA (Micro)","Pacific Beach, WA",483
10140,53,98575,WA,"Aberdeen, WA (Micro)","Quinault, WA",228
10140,53,98583,WA,"Aberdeen, WA (Micro)","Satsop, WA",124
10140,53,98587,WA,"Aberdeen, WA (Micro)","Taholah, WA",942
10140,53,98595,WA,"Aberdeen, WA (Micro)","Westport, WA",2917
10140,53,99999,WA,"Aberdeen, WA (Micro)",99999,0
10180,48,76437,TX,"Abilene, TX (Metro)","Cisco, TX",130
10180,48,76443,TX,"Abilene, TX (Metro)","Cross Plains, TX",1765
10180,48,76464,TX,"Abilene, TX (Metro)","Moran, TX",32
10180,48,76469,TX,"Abilene, TX (Metro)","Putnam, TX",96
10180,48,79501,TX,"Abilene, TX (Metro)","Anson, TX",3528
10180,48,79503,TX,"Abilene, TX (Metro)","Avoca, TX",175
10180,48,79504,TX,"Abilene, TX (Metro)","Baird, TX",2775
10180,48,79508,TX,"Abilene, TX (Metro)","Buffalo Gap, TX",1242
10180,48,79510,TX,"Abilene, TX (Metro)","Clyde, TX",7946
10180,48,79520,TX,"Abilene, TX (Metro)","Hamlin, TX",2371
10180,48,79525,TX,"Abilene, TX (Metro)","Hawley, TX",2842
10180,48,79530,TX,"Abilene, TX (Metro)","Lawn, TX",480
10180,48,79533,TX,"Abilene, TX (Metro)","Lueders, TX",415
10180,48,79536,TX,"Abilene, TX (Metro)","Merkel, TX",4972
10180,48,79541,TX,"Abilene, TX (Metro)","Ovalo, TX",791
10180,48,79553,TX,"Abilene, TX (Metro)","Stamford, TX",3386
10180,48,79560,TX,"Abilene, TX (Metro)","Sylvester, TX",17
10180,48,79561,TX,"Abilene, TX (Metro)","Trent, TX",511
10180,48,79562,TX,"Abilene, TX (Metro)","Tuscola, TX",3669
10180,48,79563,TX,"Abilene, TX (Metro)","Tye, TX",1161
10180,48,79566,TX,"Abilene, TX (Metro)","Wingate, TX",170
10180,48,79567,TX,"Abilene, TX (Metro)","Winters, TX",65
10180,48,79601,TX,"Abilene, TX (Metro)","Abilene, TX",24737
10180,48,79602,TX,"Abilene, TX (Metro)","Abilene, TX",21519
10180,48,79603,TX,"Abilene, TX (Metro)","Abilene, TX",24288
10180,48,79605,TX,"Abilene, TX (Metro)","Abilene, TX",30098
10180,48,79606,TX,"Abilene, TX (Metro)","Abilene, TX",22885
10180,48,79607,TX,"Abilene, TX (Metro)","Abilene, TX",2865
10180,48,79699,TX,"Abilene, TX (Metro)","Abilene, TX",321
10180,48,99999,TX,"Abilene, TX (Metro)",99999,0
10220,40,74572,OK,"Ada, OK (Micro)","Tupelo, OK",56
10220,40,74820,OK,"Ada, OK (Micro)","Ada, OK",30648
10220,40,74825,OK,"Ada, OK (Micro)","Allen, OK",1616
10220,40,74831,OK,"Ada, OK (Micro)","Byars, OK",69
10220,40,74842,OK,"Ada, OK (Micro)","Fittstown, OK (PO Boxes)",135
10220,40,74843,OK,"Ada, OK (Micro)","Fitzhugh, OK",340
10220,40,74844,OK,"Ada, OK (Micro)","Francis, OK",371
10220,40,74865,OK,"Ada, OK (Micro)","Roff, OK",1548
10220,40,74871,OK,"Ada, OK (Micro)","Stonewall, OK",2178
10220,40,74872,OK,"Ada, OK (Micro)","Stratford, OK",531
10300,26,48176,MI,"Adrian, MI (Micro)","Saline, MI",29
10300,26,49220,MI,"Adrian, MI (Micro)","Addison, MI",1941
10300,26,49221,MI,"Adrian, MI (Micro)","Adrian, MI",41310
10300,26,49228,MI,"Adrian, MI (Micro)","Blissfield, MI",5545
10300,26,49229,MI,"Adrian, MI (Micro)","Britton, MI",3130
10300,26,49230,MI,"Adrian, MI (Micro)","Brooklyn, MI",2235
10300,26,49233,MI,"Adrian, MI (Micro)","Cement City, MI",851
10300,26,49235,MI,"Adrian, MI (Micro)","Clayton, MI",2117
10300,26,49236,MI,"Adrian, MI (Micro)","Clinton, MI",4194
10300,26,49238,MI,"Adrian, MI (Micro)","Deerfield, MI",1407
10300,26,49247,MI,"Adrian, MI (Micro)","Hudson, MI",4365
10300,26,49248,MI,"Adrian, MI (Micro)","Jasper, MI",899
10300,26,49253,MI,"Adrian, MI (Micro)","Manitou Beach-Devils Lake, MI",3166
10300,26,49256,MI,"Adrian, MI (Micro)","Morenci, MI",3888
10300,26,49265,MI,"Adrian, MI (Micro)","Onsted, MI",4958
10300,26,49267,MI,"Adrian, MI (Micro)","Ottawa Lake, MI",284
10300,26,49268,MI,"Adrian, MI (Micro)","Palmyra, MI",1059
10300,26,49276,MI,"Adrian, MI (Micro)","Riga, MI",668
10300,26,49279,MI,"Adrian, MI (Micro)","Sand Creek, MI",797
10300,26,49286,MI,"Adrian, MI (Micro)","Tecumseh, MI",14797
10300,26,49287,MI,"Adrian, MI (Micro)","Tipton, MI",1987
10300,26,49288,MI,"Adrian, MI (Micro)","Waldron, MI",98
10300,26,49289,MI,"Adrian, MI (Micro)","Weston, MI (PO Boxes)",167
10420,39,44056,OH,"Akron, OH (Metro)","Macedonia, OH",11157
10420,39,44067,OH,"Akron, OH (Metro)","Northfield, OH",20441
10420,39,44087,OH,"Akron, OH (Metro)","Twinsburg, OH",20221
10420,39,44141,OH,"Akron, OH (Metro)","Brecksville, OH",288
10420,39,44201,OH,"Akron, OH (Metro)","Atwater, OH",6844
10420,39,44202,OH,"Akron, OH (Metro)","Aurora, OH",19397
10420,39,44203,OH,"Akron, OH (Metro)","Barberton, OH",41122
10420,39,44216,OH,"Akron, OH (Metro)","New Franklin, OH",8814
10420,39,44221,OH,"Akron, OH (Metro)","Cuyahoga Falls, OH",29587
10420,39,44223,OH,"Akron, OH (Metro)","Cuyahoga Falls, OH",18185
10420,39,44224,OH,"Akron, OH (Metro)","Stow, OH",38742
10420,39,44231,OH,"Akron, OH (Metro)","Garrettsville, OH",7446
10420,39,44234,OH,"Akron, OH (Metro)","Hiram, OH",3088
10420,39,44236,OH,"Akron, OH (Metro)","Hudson, OH",25296
10420,39,44240,OH,"Akron, OH (Metro)","Kent, OH",37927
10420,39,44241,OH,"Akron, OH (Metro)","Streetsboro, OH",16428
10420,39,44243,OH,"Akron, OH (Metro)","Kent, OH",5658
10420,39,44250,OH,"Akron, OH (Metro)","Lakemore, OH",1253
10420,39,44255,OH,"Akron, OH (Metro)","Mantua, OH",7987
10420,39,44256,OH,"Akron, OH (Metro)","Medina, OH",48
10420,39,44260,OH,"Akron, OH (Metro)","Mogadore, OH",12503
10420,39,44262,OH,"Akron, OH (Metro)","Munroe Falls, OH",5016
10420,39,44264,OH,"Akron, OH (Metro)","Cuyahoga Falls, OH",2315
10420,39,44265,OH,"Akron, OH (Metro)","Randolph, OH (PO Boxes)",51
10420,39,44266,OH,"Akron, OH (Metro)","Ravenna, OH",33581
10420,39,44272,OH,"Akron, OH (Metro)","Rootstown, OH",5208
10420,39,44278,OH,"Akron, OH (Metro)","Tallmadge, OH",17868
10420,39,44281,OH,"Akron, OH (Metro)","Wadsworth, OH",135
10420,39,44285,OH,"Akron, OH (Metro)","Wayland, OH (PO Boxes)",85
10420,39,44286,OH,"Akron, OH (Metro)","Richfield, OH",6109
10420,39,44288,OH,"Akron, OH (Metro)","Windham, OH",4118
10420,39,44301,OH,"Akron, OH (Metro)","Akron, OH",15340
10420,39,44302,OH,"Akron, OH (Metro)","Akron, OH",5524
10420,39,44303,OH,"Akron, OH (Metro)","Akron, OH",7700
10420,39,44304,OH,"Akron, OH (Metro)","Akron, OH",5916
10420,39,44305,OH,"Akron, OH (Metro)","Akron, OH",22294
10420,39,44306,OH,"Akron, OH (Metro)","Akron, OH",22492
10420,39,44307,OH,"Akron, OH (Metro)","Akron, OH",7643
10420,39,44308,OH,"Akron, OH (Metro)","Akron, OH",1392
10420,39,44310,OH,"Akron, OH (Metro)","Akron, OH",22786
10420,39,44311,OH,"Akron, OH (Metro)","Akron, OH",8782
10420,39,44312,OH,"Akron, OH (Metro)","Akron, OH",31919
10420,39,44313,OH,"Akron, OH (Metro)","Akron, OH",24935
10420,39,44314,OH,"Akron, OH (Metro)","Akron, OH",18825
10420,39,44319,OH,"Akron, OH (Metro)","New Franklin, OH",22686
10420,39,44320,OH,"Akron, OH (Metro)","Akron, OH",19937
10420,39,44321,OH,"Akron, OH (Metro)","Akron, OH",15143
10420,39,44333,OH,"Akron, OH (Metro)","Fairlawn, OH",18725
10420,39,44411,OH,"Akron, OH (Metro)","Deerfield, OH",2181
10420,39,44412,OH,"Akron, OH (Metro)","Diamond, OH",2219
10420,39,44429,OH,"Akron, OH (Metro)","Lake Milton, OH",64
10420,39,44444,OH,"Akron, OH (Metro)","Newton Falls, OH",946
10420,39,44449,OH,"Akron, OH (Metro)","North Benton, OH",621
10420,39,44491,OH,"Akron, OH (Metro)","West Farmington, OH",27
10420,39,44614,OH,"Akron, OH (Metro)","Canal Fulton, OH",187
10420,39,44632,OH,"Akron, OH (Metro)","Hartville, OH",516
10420,39,44685,OH,"Akron, OH (Metro)","Green, OH",13996
10420,39,44720,OH,"Akron, OH (Metro)","North Canton, OH",3486
10420,39,99999,OH,"Akron, OH (Metro)",99999,0
10460,35,79837,NM,"Alamogordo, NM (Micro)","Dell City, TX",60
10460,35,88081,NM,"Alamogordo, NM (Micro)","Chaparral, NM",8743
10460,35,88310,NM,"Alamogordo, NM (Micro)","Alamogordo, NM",35776
10460,35,88311,NM,"Alamogordo, NM (Micro)","Boles Acres, NM",854
10460,35,88314,NM,"Alamogordo, NM (Micro)","Bent, NM",210
10460,35,88317,NM,"Alamogordo, NM (Micro)","Cloudcroft, NM",1751
10460,35,88325,NM,"Alamogordo, NM (Micro)","High Rolls, NM",899
10460,35,88330,NM,"Alamogordo, NM (Micro)","Holloman AFB, NM",3054
10460,35,88337,NM,"Alamogordo, NM (Micro)","La Luz, NM",2295
10460,35,88339,NM,"Alamogordo, NM (Micro)","Mayhill, NM",571
10460,35,88340,NM,"Alamogordo, NM (Micro)","Mescalero, NM",3616
10460,35,88342,NM,"Alamogordo, NM (Micro)","Orogrande, NM",52
10460,35,88344,NM,"Alamogordo, NM (Micro)","Pinon, NM",82
10460,35,88347,NM,"Alamogordo, NM (Micro)","Sacramento, NM",100
10460,35,88349,NM,"Alamogordo, NM (Micro)","Sunspot, NM (PO Boxes)",70
10460,35,88350,NM,"Alamogordo, NM (Micro)","Timberon, NM",368
10460,35,88352,NM,"Alamogordo, NM (Micro)","Tularosa, NM",5188
10460,35,88354,NM,"Alamogordo, NM (Micro)","Weed, NM",108
10460,35,99999,NM,"Alamogordo, NM (Micro)",99999,0
10500,13,31701,GA,"Albany, GA (Metro)","Albany, GA",20552
10500,13,31705,GA,"Albany, GA (Metro)","Albany, GA",34854
10500,13,31707,GA,"Albany, GA (Metro)","Albany, GA",25299
10500,13,31714,GA,"Albany, GA (Metro)","Ashburn, GA",170
10500,13,31721,GA,"Albany, GA (Metro)","Albany, GA",20095
10500,13,31743,GA,"Albany, GA (Metro)","De Soto, GA",57
10500,13,31744,GA,"Albany, GA (Metro)","Doerun, GA",1234
10500,13,31763,GA,"Albany, GA (Metro)","Leesburg, GA",23304
10500,13,31764,GA,"Albany, GA (Metro)","Leslie, GA",63
10500,13,31771,GA,"Albany, GA (Metro)","Norman Park, GA",78
10500,13,31772,GA,"Albany, GA (Metro)","Oakfield, GA",482
10500,13,31775,GA,"Albany, GA (Metro)","Omega, GA",277
10500,13,31781,GA,"Albany, GA (Metro)","Poulan, GA",1752
10500,13,31787,GA,"Albany, GA (Metro)","Smithville, GA",1140
10500,13,31789,GA,"Albany, GA (Metro)","Sumner, GA",1236
10500,13,31791,GA,"Albany, GA (Metro)","Sylvester, GA",12354
10500,13,31795,GA,"Albany, GA (Metro)","Ty Ty, GA",661
10500,13,31796,GA,"Albany, GA (Metro)","Warwick, GA",1112
10500,13,39813,GA,"Albany, GA (Metro)","Arlington, GA",140
10500,13,39826,GA,"Albany, GA (Metro)","Bronwood, GA",418
10500,13,39837,GA,"Albany, GA (Metro)","Colquitt, GA",386
10500,13,39841,GA,"Albany, GA (Metro)","Damascus, GA",144
10500,13,39842,GA,"Albany, GA (Metro)","Dawson, GA",8336
10500,13,39862,GA,"Albany, GA (Metro)","Leary, GA",472
10500,13,39870,GA,"Albany, GA (Metro)","Newton, GA",2238
10500,13,39877,GA,"Albany, GA (Metro)","Webster County unified, GA",311
10500,13,39885,GA,"Albany, GA (Metro)","Sasser, GA",76
10500,13,39886,GA,"Albany, GA (Metro)","Shellman, GA",67
10540,41,97321,OR,"Albany, OR (Metro)","Albany, OR",16375
10540,41,97322,OR,"Albany, OR (Metro)","Albany, OR",34039
10540,41,97327,OR,"Albany, OR (Metro)","Brownsville, OR",2871
10540,41,97329,OR,"Albany, OR (Metro)","Cascadia, OR",90
10540,41,97333,OR,"Albany, OR (Metro)","Corvallis, OR",1277
10540,41,97345,OR,"Albany, OR (Metro)","Foster, OR",574
10540,41,97346,OR,"Albany, OR (Metro)","Gates, OR",334
10540,41,97348,OR,"Albany, OR (Metro)","Halsey, OR",1625
10540,41,97350,OR,"Albany, OR (Metro)","Idanha, OR",71
10540,41,97352,OR,"Albany, OR (Metro)","Jefferson, OR",83
10540,41,97355,OR,"Albany, OR (Metro)","Lebanon, OR",28613
10540,41,97358,OR,"Albany, OR (Metro)","Lyons, OR",1876
10540,41,97360,OR,"Albany, OR (Metro)","Mill City, OR",1790
10540,41,97374,OR,"Albany, OR (Metro)","Scio, OR",5266
10540,41,97377,OR,"Albany, OR (Metro)","Shedd, OR",917
10540,41,97383,OR,"Albany, OR (Metro)","Stayton, OR",813
10540,41,97386,OR,"Albany, OR (Metro)","Sweet Home, OR",13567
10540,41,97389,OR,"Albany, OR (Metro)","Tangent, OR",1676
10540,41,97413,OR,"Albany, OR (Metro)","Blue River, OR",6
10540,41,97446,OR,"Albany, OR (Metro)","Harrisburg, OR",4793
10540,41,97759,OR,"Albany, OR (Metro)","Sisters, OR",16
10540,41,99999,OR,"Albany, OR (Metro)",99999,0
10580,36,12007,NY,"Albany-Schenectady-Troy, NY (Metro)","Alcove, NY",60
10580,36,12008,NY,"Albany-Schenectady-Troy, NY (Metro)","East Glenville, NY",497
10580,36,12009,NY,"Albany-Schenectady-Troy, NY (Metro)","Altamont, NY",7164
10580,36,12010,NY,"Albany-Schenectady-Troy, NY (Metro)","Amsterdam, NY",1109
10580,36,12018,NY,"Albany-Schenectady-Troy, NY (Metro)","Averill Park, NY",7930
10580,36,12019,NY,"Albany-Schenectady-Troy, NY (Metro)","Ballston Lake, NY",14740
10580,36,12020,NY,"Albany-Schenectady-Troy, NY (Metro)","Ballston Spa, NY",31192
10580,36,12022,NY,"Albany-Schenectady-Troy, NY (Metro)","Berlin, NY",929
10580,36,12023,NY,"Albany-Schenectady-Troy, NY (Metro)","Berne, NY",2196
10580,36,12025,NY,"Albany-Schenectady-Troy, NY (Metro)","Broadalbin, NY",541
10580,36,12027,NY,"Albany-Schenectady-Troy, NY (Metro)","Burnt Hills, NY",3882
10580,36,12028,NY,"Albany-Schenectady-Troy, NY (Metro)","Buskirk, NY",794
10580,36,12031,NY,"Albany-Schenectady-Troy, NY (Metro)","Carlisle, NY",175
10580,36,12033,NY,"Albany-Schenectady-Troy, NY (Metro)","Castleton On Hudson, NY",7851
10580,36,12035,NY,"Albany-Schenectady-Troy, NY (Metro)","Central Bridge, NY",802
10580,36,12036,NY,"Albany-Schenectady-Troy, NY (Metro)","Charlotteville, NY",193
10580,36,12040,NY,"Albany-Schenectady-Troy, NY (Metro)","Cherry Plain, NY (PO Boxes)",113
10580,36,12041,NY,"Albany-Schenectady-Troy, NY (Metro)","Clarksville, NY",481
10580,36,12043,NY,"Albany-Schenectady-Troy, NY (Metro)","Cobleskill, NY",8504
10580,36,12045,NY,"Albany-Schenectady-Troy, NY (Metro)","Coeymans, NY (PO Boxes)",584
10580,36,12046,NY,"Albany-Schenectady-Troy, NY (Metro)","Coeymans Hollow, NY",788
10580,36,12047,NY,"Albany-Schenectady-Troy, NY (Metro)","Cohoes, NY",19664
10580,36,12052,NY,"Albany-Schenectady-Troy, NY (Metro)","Cropseyville, NY",1568
10580,36,12053,NY,"Albany-Schenectady-Troy, NY (Metro)","Delanson, NY",4532
10580,36,12054,NY,"Albany-Schenectady-Troy, NY (Metro)","Delmar, NY",16918
10580,36,12056,NY,"Albany-Schenectady-Troy, NY (Metro)","Duanesburg, NY",2310
10580,36,12057,NY,"Albany-Schenectady-Troy, NY (Metro)","Eagle Bridge, NY",437
10580,36,12059,NY,"Albany-Schenectady-Troy, NY (Metro)","East Berne, NY",1632
10580,36,12061,NY,"Albany-Schenectady-Troy, NY (Metro)","East Greenbush, NY",9050
10580,36,12062,NY,"Albany-Schenectady-Troy, NY (Metro)","East Nassau, NY",1605
10580,36,12063,NY,"Albany-Schenectady-Troy, NY (Metro)","East Schodack, NY",444
10580,36,12064,NY,"Albany-Schenectady-Troy, NY (Metro)","East Worcester, NY",48
10580,36,12065,NY,"Albany-Schenectady-Troy, NY (Metro)","Clifton Park, NY",41776
10580,36,12066,NY,"Albany-Schenectady-Troy, NY (Metro)","Esperance, NY",1487
10580,36,12067,NY,"Albany-Schenectady-Troy, NY (Metro)","Feura Bush, NY",1506
10580,36,12071,NY,"Albany-Schenectady-Troy, NY (Metro)","Fultonham, NY",270
10580,36,12074,NY,"Albany-Schenectady-Troy, NY (Metro)","Galway, NY",2963
10580,36,12076,NY,"Albany-Schenectady-Troy, NY (Metro)","Gilboa, NY",1500
10580,36,12077,NY,"Albany-Schenectady-Troy, NY (Metro)","Glenmont, NY",6246
10580,36,12083,NY,"Albany-Schenectady-Troy, NY (Metro)","Greenville, NY",1286
10580,36,12084,NY,"Albany-Schenectady-Troy, NY (Metro)","Guilderland, NY",4271
10580,36,12085,NY,"Albany-Schenectady-Troy, NY (Metro)","Guilderland Center, NY",479
10580,36,12086,NY,"Albany-Schenectady-Troy, NY (Metro)","Hagaman, NY",323
10580,36,12087,NY,"Albany-Schenectady-Troy, NY (Metro)","Hannacroix, NY",137
10580,36,12089,NY,"Albany-Schenectady-Troy, NY (Metro)","Hoosick, NY (PO Boxes)",69
10580,36,12090,NY,"Albany-Schenectady-Troy, NY (Metro)","Hoosick Falls, NY",6262
10580,36,12092,NY,"Albany-Schenectady-Troy, NY (Metro)","Howes Cave, NY",1304
10580,36,12093,NY,"Albany-Schenectady-Troy, NY (Metro)","Jefferson, NY",1321
10580,36,12094,NY,"Albany-Schenectady-Troy, NY (Metro)","Johnsonville, NY",2174
10580,36,12110,NY,"Albany-Schenectady-Troy, NY (Metro)","Latham, NY",21908
10580,36,12118,NY,"Albany-Schenectady-Troy, NY (Metro)","Mechanicville, NY",13897
10580,36,12120,NY,"Albany-Schenectady-Troy, NY (Metro)","Medusa, NY",586
10580,36,12121,NY,"Albany-Schenectady-Troy, NY (Metro)","Melrose, NY",1916
10580,36,12122,NY,"Albany-Schenectady-Troy, NY (Metro)","Middleburgh, NY",4582
10580,36,12123,NY,"Albany-Schenectady-Troy, NY (Metro)","Nassau, NY",5124
10580,36,12131,NY,"Albany-Schenectady-Troy, NY (Metro)","North Blenheim, NY",115
10580,36,12134,NY,"Albany-Schenectady-Troy, NY (Metro)","Northville, NY",992
10580,36,12137,NY,"Albany-Schenectady-Troy, NY (Metro)","Pattersonville, NY",1299
10580,36,12138,NY,"Albany-Schenectady-Troy, NY (Metro)","Petersburg, NY",3168
10580,36,12140,NY,"Albany-Schenectady-Troy, NY (Metro)","Poestenkill, NY",1702
10580,36,12143,NY,"Albany-Schenectady-Troy, NY (Metro)","Ravena, NY",4811
10580,36,12144,NY,"Albany-Schenectady-Troy, NY (Metro)","Rensselaer, NY",20555
10580,36,12147,NY,"Albany-Schenectady-Troy, NY (Metro)","Rensselaerville, NY",499
10580,36,12148,NY,"Albany-Schenectady-Troy, NY (Metro)","Rexford, NY",4569
10580,36,12149,NY,"Albany-Schenectady-Troy, NY (Metro)","Richmondville, NY",2474
10580,36,12150,NY,"Albany-Schenectady-Troy, NY (Metro)","Rotterdam Junction, NY",914
10580,36,12151,NY,"Albany-Schenectady-Troy, NY (Metro)","Round Lake, NY",708
10580,36,12153,NY,"Albany-Schenectady-Troy, NY (Metro)","Sand Lake, NY",814
10580,36,12154,NY,"Albany-Schenectady-Troy, NY (Metro)","Schaghticoke, NY",2317
10580,36,12156,NY,"Albany-Schenectady-Troy, NY (Metro)","Schodack Landing, NY",696
10580,36,12157,NY,"Albany-Schenectady-Troy, NY (Metro)","Schoharie, NY",4061
10580,36,12158,NY,"Albany-Schenectady-Troy, NY (Metro)","Selkirk, NY",6309
10580,36,12159,NY,"Albany-Schenectady-Troy, NY (Metro)","Slingerlands, NY",7896
10580,36,12160,NY,"Albany-Schenectady-Troy, NY (Metro)","Sloansville, NY",944
10580,36,12161,NY,"Albany-Schenectady-Troy, NY (Metro)","South Bethlehem, NY (PO Boxes)",160
10580,36,12166,NY,"Albany-Schenectady-Troy, NY (Metro)","Sprakers, NY",5
10580,36,12167,NY,"Albany-Schenectady-Troy, NY (Metro)","Stamford, NY",738
10580,36,12168,NY,"Albany-Schenectady-Troy, NY (Metro)","Stephentown, NY",1952
10580,36,12169,NY,"Albany-Schenectady-Troy, NY (Metro)","Stephentown, NY",306
10580,36,12170,NY,"Albany-Schenectady-Troy, NY (Metro)","Stillwater, NY",4945
10580,36,12175,NY,"Albany-Schenectady-Troy, NY (Metro)","Summit, NY",797
10580,36,12180,NY,"Albany-Schenectady-Troy, NY (Metro)","Troy, NY",53606
10580,36,12182,NY,"Albany-Schenectady-Troy, NY (Metro)","Troy, NY",14733
10580,36,12183,NY,"Albany-Schenectady-Troy, NY (Metro)","Green Island, NY",2620
10580,36,12184,NY,"Albany-Schenectady-Troy, NY (Metro)","Valatie, NY",84
10580,36,12185,NY,"Albany-Schenectady-Troy, NY (Metro)","Valley Falls, NY",1785
10580,36,12186,NY,"Albany-Schenectady-Troy, NY (Metro)","Voorheesville, NY",6277
10580,36,12187,NY,"Albany-Schenectady-Troy, NY (Metro)","Warnerville, NY",697
10580,36,12188,NY,"Albany-Schenectady-Troy, NY (Metro)","Waterford, NY",10980
10580,36,12189,NY,"Albany-Schenectady-Troy, NY (Metro)","Watervliet, NY",17568
10580,36,12193,NY,"Albany-Schenectady-Troy, NY (Metro)","Westerlo, NY",2016
10580,36,12194,NY,"Albany-Schenectady-Troy, NY (Metro)","West Fulton, NY",207
10580,36,12196,NY,"Albany-Schenectady-Troy, NY (Metro)","West Sand Lake, NY",3031
10580,36,12198,NY,"Albany-Schenectady-Troy, NY (Metro)","Wynantskill, NY",7903
10580,36,12202,NY,"Albany-Schenectady-Troy, NY (Metro)","Albany, NY",9628
10580,36,12203,NY,"Albany-Schenectady-Troy, NY (Metro)","Albany, NY",29952
10580,36,12204,NY,"Albany-Schenectady-Troy, NY (Metro)","Menands, NY",7349
10580,36,12205,NY,"Albany-Schenectady-Troy, NY (Metro)","Albany, NY",26977
10580,36,12206,NY,"Albany-Schenectady-Troy, NY (Metro)","Albany, NY",16395
10580,36,12207,NY,"Albany-Schenectady-Troy, NY (Metro)","Albany, NY",1948
10580,36,12208,NY,"Albany-Schenectady-Troy, NY (Metro)","Albany, NY",20702
10580,36,12209,NY,"Albany-Schenectady-Troy, NY (Metro)","Albany, NY",10121
10580,36,12210,NY,"Albany-Schenectady-Troy, NY (Metro)","Albany, NY",10158
10580,36,12211,NY,"Albany-Schenectady-Troy, NY (Metro)","Albany, NY",11303
10580,36,12222,NY,"Albany-Schenectady-Troy, NY (Metro)","Albany, NY",6489
10580,36,12302,NY,"Albany-Schenectady-Troy, NY (Metro)","Schenectady, NY",27582
10580,36,12303,NY,"Albany-Schenectady-Troy, NY (Metro)","Schenectady, NY",29857
10580,36,12304,NY,"Albany-Schenectady-Troy, NY (Metro)","Schenectady, NY",21482
10580,36,12305,NY,"Albany-Schenectady-Troy, NY (Metro)","Schenectady, NY",5716
10580,36,12306,NY,"Albany-Schenectady-Troy, NY (Metro)","Rotterdam, NY",25636
10580,36,12307,NY,"Albany-Schenectady-Troy, NY (Metro)","Schenectady, NY",7692
10580,36,12308,NY,"Albany-Schenectady-Troy, NY (Metro)","Schenectady, NY",15335
10580,36,12309,NY,"Albany-Schenectady-Troy, NY (Metro)","Schenectady, NY",29343
10580,36,12469,NY,"Albany-Schenectady-Troy, NY (Metro)","Preston-Potter Hollow, NY",646
10580,36,12803,NY,"Albany-Schenectady-Troy, NY (Metro)","South Glens Falls, NY",7567
10580,36,12822,NY,"Albany-Schenectady-Troy, NY (Metro)","Corinth, NY",6200
10580,36,12828,NY,"Albany-Schenectady-Troy, NY (Metro)","Fort Edward, NY",3690
10580,36,12831,NY,"Albany-Schenectady-Troy, NY (Metro)","Gansevoort, NY",17416
